sentence1,sentence2,similarity,predicted_similarity
There is no girl brushing her hair,A girl is brushing her hair,0.9,1.0
One white dog and one black one are sitting side by side on the grass,One white dog and one black one are running side by side on the grass,0.74,0.6333333333333333
A man is sitting near a bike and is writing a note,There is no man writing a note near a bike,0.8400000000000001,0.9393939393939394
A band is playing on stage.,A woman is dancing on a stage.,0.24,0.4444444444444445
People gathered in a room.,People gathered together in a room.,1.0,0.8571428571428571
A woman opens a window.,A woman is looking out a window.,0.4,0.7777777777777778
"Frank Quattrone, the former Credit Suisse First Boston technology investment-banking guru, reportedly pleaded not guilty Tuesday to charges of obstruction of justice and witness tampering.",NEW YORK -(Dow Jones)- Former star investment banker Frank Quattrone pleaded not guilty Tuesday to criminal charges of obstruction of justice and witness tampering.,0.8,0.5681818181818183
"Before Thursday's matinee, Baker called a clubhouse meeting, concerned that the controversy had distracted the Cubs.","Baker called a pregame meeting, believing the the corked-bat episode had distracted the team.",0.68,0.3939393939393939
People are dancing outside.,A group of people are dancing.,0.75,0.6666666666666666
Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,Two twin preteen kids are dueling with sticks,0.48,0.3555555555555555
An alligator is being patted on the mouth by a man,A person is dropping chopped vegetables into a pot on the stove,0.2,0.23333333333333325
Someone is slicing an onion.,A woman is cutting onion.,0.76,0.7777777777777778
A man is playing the drum,A man is practicing the drum,0.92,0.8333333333333334
"A woman, who is old, is near a white dog",A woman and a dog are standing near a tree stump,0.6,0.6666666666666667
A man in a red uniform is making a jump in a dirt bike race,A man in a red uniform is racing and making a jump over a bike in the dirt,0.74,1.0
A boy is speeding down a steep slide,A boy is wearing all black and is sliding down a blow up yellow slide,0.78,0.484848484848485
"The boy, who is young, is running through the ocean waves",A child is running in and out of the ocean waves,0.8800000000000001,0.7777777777777778
A black and white dog runs through the water.,Black and brown dog runs through field.,0.4,0.7333333333333334
A group of people are standing around a sound mixing table,A group of people are standing around a sound mixing console,0.94,0.9285714285714286
A man is singing and walking down the sidewalk,A man is fishing in the stream,0.3399999999999999,0.2857142857142857
A blue bird standing on a lawn.,Blue bird standing on green grass.,0.92,0.6666666666666666
A baby is toddling happily,A baby is crawling happily,0.78,0.6666666666666666
A woman is cutting an onion,A woman is slicing some meat,0.6,0.6666666666666666
Blue and red plane in mid-air flight.,a blue and red airplane while in flight.,0.96,0.7727272727272727
Man who battled Fukushima disaster dies of cancer,Former plant chief who battled Fukushima disaster dies of cancer,0.68,0.6428571428571429
A man uses a chainsaw to sculpt a phallic ice sculpture.,A man is using a chainsaw to carve a wooden sculpture.,0.52,0.8205128205128205
A tan dog is resting near a brush,A tan dog is running through the brush,0.8,0.7777777777777778
A woman is slicing an onion.,A woman is slicing lemons.,0.44,0.6666666666666666
Q: Can I buy coverage for prescription drugs right away?,Congress has added a new benefit - an option to buy insurance coverage for prescription drugs.,0.25,0.5185185185185186
A woman is climbing a cliff.,A woman is climbing a rock face.,0.9,0.5714285714285714
"The tech-laced Nasdaq Composite Index .IXIC eased 5.16 points, or 0.32 percent, at 1,590.75, breaking a six-day string of gains.","The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13.",0.32,0.4516129032258064
The man is kick boxing with a trainer,There is no karate practitioner kicking at another man who is wearing protective boxing gloves,0.6,0.46153846153846156
The piece of paper is not being cut,Paper is being cut with scissors,0.7,0.7777777777777778
A topless woman is being smeared with a brown substance and a blurry crowd is in the background,A topless woman is being smeared with brown substance and a nobody is in the background,0.76,0.8444444444444444
A man is playing drums.,A man is playing his guitar.,0.36,0.8333333333333334
Have you tried asking your employees?,Have you tried asking?,0.8,0.8
A dog is jumping at a shiny blue soccer ball in a field of dry leaves,A dog is jumping at dry leaves in a field of shiny blue soccer balls,0.7,1.0
A bicycle is parked by a shop.,A bicycle is parked outside a bookstore.,0.8,0.7142857142857144
A dog under the stairs,A dog is resting on the stairs.,0.44,0.8
A man is punching a soccer ball,A man is kicking a soccer ball,0.8,0.8333333333333334
A bicyclist is performing a trick over a clean wall,A bicyclist is performing a trick over a heavily graphitized wall,0.6599999999999999,0.7878787878787878
A dog is barking at a toy.,The little dog barked at the electronic toy.,0.75,0.75
A child is playfully swimming underwater in a pool,A child is swimming underwater in a pool,0.9,0.9259259259259259
A man is cutting an onion.,A man cuts an onion.,1.0,1.0
A man in a purple suit is standing by a purple case and is playing a guitar,There is no man in a purple suit standing by a purple case and playing a guitar,0.72,0.875
"The technology-laced Nasdaq Composite Index .IXIC was down 25.36 points, or 1.53 percent, at 1,628.26.","The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60.",0.15,0.25641025641025644
A dog taking a poop in the street.,A man making balloon animals for two children on a street corner.,0.08,0.3888888888888889
Portugal Drownings: UK Girl And Grandad Named,British Girl And Grandad Drown In Portugal,0.44,0.7878787878787878
The person with the green shirt is jumping high over the grass,A person with a green shirt is jumping high over the grass,0.98,1.0
What are your goals?,What are you goals?,1.0,1.0
The black and white dog is sitting on a green yard,The black and white dog is running in a green yard,0.5599999999999999,0.888888888888889
Three small dogs are sniffing at something,Three dogs are resting on a couch,0.4599999999999999,0.5185185185185186
A machine is sharpening a pencil.,The machine shaved the end of the pencil.,0.76,0.6666666666666667
The # 2 greyhound dog is running around a track.,a muzzled greyhound dog is running around a track,0.8,0.8205128205128205
"Four versions of Windows operating systems are targeted: Windows NT, Windows 2000, Windows XP and Windows Server 2003.","The new worm affects these Windows systems: 2000, XP, NT 4.0 and Server 2003.",0.7200000000000001,0.3888888888888888
A baby is laughing,A baby is crying,0.62,0.6666666666666666
"Yes, it is possible to publish a paper on model analysis.","Yes, it is hard to publish in a peer reviewed journal.",0.2,0.5000000000000001
A man is laughing with a woman,A man and a woman laughing.,0.96,1.0
A brown and white dog is running through the water,A dog is emerging from a lake,0.62,0.5
The south African plane is flying in a blue sky,An airplane is swiftly flying through the air,0.78,0.5666666666666667
The best thing you can do is to know your stuff.,The best thing to do is to overcome the fussiness.,0.0,0.6666666666666667
A boy is saying a word,There is no baby talking,0.44,0.0
A blonde haired toddler swinging on a tire swing.,A blonde haired child is swinging on a tire swing.,0.96,0.9166666666666666
"During the hearing, Morales expressed ""sincere regrets and remorse"" for his actions.","Morales, who pleaded guilty in July, expressed ""sincere regret and remorse"" for his crimes.",0.76,0.5333333333333333
The crowd is watching two racing cars that are leaving the starting line,People at a drag race are looking at the flames that are coming out of the cars,0.6599999999999999,0.6
A child is playing with a water spout outdoors and the rest of his family is watching,A hose is being held by a boy next to a man and another boy is watching,0.5599999999999999,0.35416666666666674
A woman riding a brown horse.,A girl riding a brown horse.,0.8,0.875
A man tries to feed a mouse to a snake.,A man is teasing a snake with a mouse.,0.6400000000000001,0.6666666666666666
Tamerlan Tsarnaev buried in Virginia,Boston bomb suspect buried in Virginia cemetery,0.6000000000000001,0.4
"The dollar was last at $1.1149 to the euro, close to its strongest level since April 30.","The dollar pushed as high as $1.1115 to the euro in early trade, extending Tuesday's one percent rally to hit its strongest level since April 30.",0.52,0.4408602150537634
Women are wearing bunny ears and race numbers and are pointing at something in the distance,Several women are wearing pink bunny ears and are pointing to the right,0.76,0.6666666666666667
Four athletes are with a man in a crowded stadium,Four athletes are with a woman in a crowded stadium,0.7,0.8666666666666666
