,id,s1,s2,score,BERT
225,sts_train_19,A cat is rubbing against baby's face.,A cat is rubbing against a baby.,0.76,0.7956583499908447
226,sts_train_4495,Car bombing kills 53 in Damascus,Car bombings kill 13 civilians in Iraqi capital,0.2799999999999999,0.2819922268390655
227,sts_train_2620,"The report ranked 45 large companies based on employment, marketing, procurement, community reinvestment and charitable donations.","Of those three, only Dillard's responded to the survey that ranked 45 large companies on employment, marketing, procurement, community reinvestment and charitable donations.",0.6000000000000001,0.5529899001121521
228,sick_train_4518,There is no woman chopping up an octopus,A woman is chopping up an octopus,0.6799999999999999,0.9236424565315248
229,sts_train_932,The man sang on stage into the microphone.,A man in a suit is standing at a microphone and singing.,0.7000000000000001,0.6903957724571228
230,sts_train_4665,Man with knife arrested at entrance to Buckingham Palace,Man Charged After Buckingham Palace Arrest,0.44,0.3933778405189514
231,sick_train_4451,A man is thinking,A person is sitting,0.42,0.4631287157535553
232,sick_train_2882,A big group of people are standing and two are sitting on the couch,A group of five young adults are lounging indoors,0.7,0.6673704385757446
233,sts_train_4063,8 rockets fired from Gaza into southern Israel; none hurt,Ten rockets from Gaza land in southern Israel; none hurt,0.68,0.7258245944976807
234,sts_train_5725,Hezbollah targets Qaeda gathering along border with Syria,Belarus tightens security along the border with Ukraine,0.0,0.0691322386264801
235,sick_train_570,A man is breaking a slab of concrete with a sledge hammer,There is no man breaking a slab of concrete with a sledge hammer,0.9,0.9095718264579772
236,sick_train_5986,Two dogs are playing by a tree,Two dogs are playing by a plant,0.92,0.8978556990623474
237,sick_train_3410,There is no man in a hat playing a harp,A man in a hat is playing a harp,0.74,0.7525737881660461
238,sick_train_689,The yellow dog is drinking water from a bottle,The yellow dog is drinking water from a pot,0.78,0.8576796650886536
239,sts_train_2833,"Government bonds sold off sharply after Greenspan told Congress on Tuesday that the U.S. economy ""could very well be embarking on a period of extended growth"".","Greenspan told Congress on Tuesday the U.S. economy ""could very well be embarking on a period of sustained growth"".",0.6400000000000001,0.6978595852851868
240,sts_train_3269,"In a not-too-subtle swipe at Dean, he predicted Americans would not elect a Democrat ""who sounds an uncertain trumpet in these dangerous times.""","They will not elect as president a Democrat who sounds an uncertain trumpet in these dangerous times.""",0.7000000000000001,0.7435511350631714
241,sick_train_5480,The man is absently eating a banana by a tree,The man is eating a banana by a tree,0.9,0.8941506743431091
242,sick_train_664,A man is on a rock high above some trees and is standing in a strange position,A hiker is on top of the mountain and is doing a joyful dance,0.58,0.6318454146385193
243,sts_train_2325,"For the trillionth time, I've never said rehabilitation doesn't work.","The point you quote should say ""I never said rehabilitation could never work.""",0.68,0.7004755139350891
244,sts_train_5609,Ukraine's jailed opposition icon Tymoshenko walks free,Ukraine's opposition chief wants more protests,0.4,0.3985040783882141
245,sts_train_1994,A boy skateboards down the metal handrail at night.,"A brown dog runs on the sand, holding a stick.",0.0,0.0488118603825569
246,sts_train_984,A woman boils eggs.,A woman places two eggs into a pot of water.,0.6000000000000001,0.7516583800315857
247,sick_train_3203,A young gamer is playing with a child wearing a white coat,A young child is wearing a white coat and playing a game,0.727,0.7297477126121521
248,sick_train_2585,Two men with bikes are on the side of a snowy road,Two men are taking a break from a trip on a road covered by snow,0.64,0.7188281416893005
249,sts_train_282,A person is folding a square paper piece.,A man is folding paper.,0.65,0.7441012263298035
250,sts_train_496,A man and a woman are kissing each other.,A man and a woman are talking to each other.,0.12,0.1921726167201995
251,sick_train_3094,A girl dressed in purple and blue is walking beside her bike at night,"A stone woman and bicycle are on top of two purple columns, between which people are walking",0.36,0.4419435560703277
252,sick_train_2406,There is no man peeling an onion,A man is peeling an onion,0.6799999999999999,0.8624323010444641
253,sts_train_583,A woman is cutting a tomato.,A woman is slicing a potato.,0.2,0.6078969240188599
254,sts_train_2904,"Kansas City drafted outfielder Chris Lubanski, from Kennedy-Kenrick High School in Pennsylvania, with the fifth pick.","The Royals chose Chris Lubanski, a high school outfielder from Pennsylvania who hit .528, with the fifth pick.",0.68,0.6281197667121887
255,sts_train_4648,South Africa Admits Mistake Over 'Schizophrenic' Mandela Signer,South Africa admits possible 'mistake' over deaf signer at Mandela memorial,0.6400000000000001,0.6706476807594299
256,sts_train_3267,But the inadequate performance of students in various subgroups tagged the state as deficient under the federal No Child Left Behind act.,"But the inadequate performance of students in various subgroups, such as race, pushed the state onto the needs-improvement list under the federal No Child Left Behind Act.",0.8,0.775411069393158
257,sts_train_4044,"Several dead, 550 injured in Argentina train crash",49 feared dead in Buenos Aires train crash,0.2799999999999999,0.3806494176387787
258,sts_train_2369,And Nugent was a complete fool to say what he said.,Natalie was a complete fool to have insulted their fan base.,0.12,0.1922075450420379
259,sts_train_3437,"Benchmark Treasury 10-year notes gained 17/32, yielding 4.015 percent.","The benchmark 10-year note was recently down 17/32, to yield 4.067 percent.",0.55,0.5086077451705933
260,sts_train_5059,Red Cross workers released in Ukraine,Red Cross members kidnapped in Syria,0.16,0.2236375957727432
261,sick_train_6198,A man is opening a box with a knife,A man is using a knife to open a box,0.967,0.9287168383598328
262,sick_train_6519,A tan dog which is dirty is rolling in the dirt and looking right at the camera,A dirty tan dog is rolling in the dirt and looking right at the camera,0.94,0.9434128403663636
263,sick_train_5191,A woman is breaking eggs,A shirtless man is posing with a girl who is hiking in a park,0.2,0.1955536752939224
264,sts_train_3357,"Elecia Battle, of Cleveland, told police she dropped her purse as she left the Quick Shop Food Mart last week after buying the ticket.",Elecia Battle dropped her purse after buying the Mega Millions Lottery ticket last week and believes the ticket blew away.,0.6666000000000001,0.7237147688865662
265,sick_train_1719,A small boy in a striped shirt is sliding out of a green tube,A little boy is sitting in a green tunnel with a smile on his face,0.6599999999999999,0.6882935166358948
266,sts_train_3459,investigators claim the british company was a cia cover. ,russian investigators stated that the british company was a cia cover.,0.8800000000000001,0.9625679850578308
267,sick_train_2301,There are no people flipping the tires of a tractor,Two people in a race are flipping the tires of a tractor,0.78,0.7805082201957703
268,sick_train_24,Two children are rolling in clean water,Two boys are laying in the ocean close to the beach,0.6,0.6068674325942993
269,sts_train_3442,"However, other unions including the powerful CGT remained opposed to the reform and demanded the government begin fresh negotiations with them.","The powerful CGT and other unions remained opposed to the plans, however, and demanded the government renegotiate the reform with them.",0.8,0.7966423630714417
270,sick_train_4961,A man is slicing some garlic and putting away the bread,A man is putting garlic on some bread slices,0.6599999999999999,0.7023015022277832
271,sts_train_5501,Ukraine leader pledges crisis talks,Ukraine Leader Pledges Crisis Talks,1.0,1.0143128633499146
272,sts_train_5028,Kevin Rudd sworn in as Australian prime minister,Rudd sworn in as Australia's new Prime Minister,1.0,1.0245646238327026
273,sick_train_1451,Two dogs are playing on a beach,A brown dog is running after a dark dog on a rocky shore,0.6,0.7476698160171509
274,sts_train_4432,Mexican singer Jenni Rivera believed killed in plane crash,"Jenni Rivera, Mexican music star, dies in plane crash",0.68,0.608157217502594
275,sick_train_3183,A boy is looking at a calendar,A boy is shredding a calendar,0.64,0.6775862574577332
276,sick_train_4244,A dog is biting a can,A dog is dropping a can,0.6599999999999999,0.738254725933075
277,sts_train_1376,A double decker bus drives on a city street.,A red double decker bus driving down a street.,0.7200000000000001,0.7540497183799744
278,sts_train_5461,Israel frees Palestinian prisoners,Israel releases 26 Palestinian prisoners,0.92,0.7827602624893188
279,sick_train_4192,A man is playing a guitar,There is no man playing a guitar,0.7,0.8702271580696106
280,sts_train_734,A cat is playing.,A woman is playing flute.,0.05,0.1188556253910064
281,sick_train_5290,Children in red shirts are playing in the leaves,Three kids are sitting in the leaves,0.7,0.6943902373313904
282,sts_train_453,A woman is stirring two eggs in a glass bowl.,A young girl is singing on a stage.,0.0,0.0789398923516273
283,sts_train_1380,a close up of a small cactus in a pot.,a close up of a woman holding a white puppy.,0.16,0.1819850504398346
284,sts_train_306,A man is looking at a computer monitor.,A man is using a laptop.,0.55,0.5155854821205139
285,sts_train_4424,Dolce and Gabbana convicted of tax evasion,Dolce and Gabbana Fined in Italian Tax Case,0.6000000000000001,0.6239615678787231
286,sts_train_223,A man is playing the guitar.,A man plays an acoustic guitar.,0.75,0.8713313937187195
287,sick_train_248,A teenage girl is storing away beads that are red,A teenage girl is wearing beads that are red,0.76,0.710759162902832
288,sts_train_1848,A person is out in the water at the beach while the sun sets.,A person above their surfboard on the water.,0.6000000000000001,0.6444268822669983
289,sick_train_6107,The man is pouring oil on a few tomatoes,One person pours oil on a few tomatoes,0.92,0.9440539479255676
290,sick_train_2557,There is no woman slicing an eggplant,A woman is cutting a vegetable,0.6,0.7264991402626038
291,sick_train_2075,The girl likes red and isn't wearing beads for teenagers,"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling",0.4599999999999999,0.4808641374111175
